REF_ID,PRED_ID,SOURCE_PREY_NAME,DATABASE_PREY_NAME,PHYSIOLOG_STATE,SED_ORIGIN,PREY_PARTS,LIFE_HIST_STAGE,COND_INDEX,SEX,SEX_RATIO,LEN_TYPE,MIN_LEN,MAX_LEN,MN_LEN,BIOMASS,PCT_BIOMASS,N_CONS,PCT_N_CONS,VOL_CONS,PCT_VOL_CONS,FREQ_OCC,PCT_FREQ_OCC,IRI,PCT_IRI,IRIa,IIR,E,PREY_NOTES,FB_FOOD_I,FB_FOOD_II,FB_FOOD_III,FB_STAGE
16r,Mund.1,Lumbrinereis sp.,Lumbrinereis sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Mediomastis californiensis,Mediomastis californiensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Sigambra tentaculata,Sigambra tentaculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Sigambra sp.,Sigambra sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Capitellidae,Capitellidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Goniadidae,Goniadidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Hesionidae,Hesionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Nephtyidae,Nephtyidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Paraonidae,Paraonidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Pilargidae,Pilargidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Stomatopoda,Stomatopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Squilla empusa,Squilla empusa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Amphipoda,Amphipoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.198,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Natantia,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.386,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Zoea larvae,Decapoda,NA,NA,NA,zoea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Sergestidae,Sergestidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Acetes americanus,Acetes americanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Caridea,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Processa hemphilli,Processa hemphilli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Alphaeidae,Alphaeidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Alphaeus floridanus,Alphaeus floridanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Portunidae,Portunidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.376,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Callinectes sapidus,Callinectes sapidus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Cephalopoda,Cephalopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.198,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Octopus sp.,Octopus sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Pisces,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Fragments of flesh and bone,Actinopterygii,NA,NA,bone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Fragments of flesh and bone,Actinopterygii,remains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Symphurus sp.,Symphurus sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Sediment and detritus,Animalia,digestate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.287,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Sediment and detritus,Sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.287,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,Unidentified digested flesh,Animalia,digestate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.792,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.2,Polychaeta,Polychaeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.2,Stomatopoda,Stomatopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.2,Shrimp,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.2,Fishes,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.2,Unidentified flesh,Animalia,remains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.2,Detritus and Sediment,Animalia,digestate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.2,Detritus and Sediment,Sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.3,Polychaeta,Polychaeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.3,Stomatopoda,Stomatopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.3,Shrimp,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.3,Fishes,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.3,Unidentified flesh,Animalia,remains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.3,Detritus and Sediment,Animalia,digestate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.585,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.3,Detritus and Sediment,Sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.585,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.4,Polychaeta,Polychaeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.991,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.4,Stomatopoda,Stomatopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.703,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.4,Amphipoda,Amphipoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.4,Shrimp,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.127,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.4,Shrimp zoeae,Caridea,NA,NA,NA,zoea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.4,Crabs,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.415,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.4,Squid,Teuthida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.4,Fishes,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.932,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.4,Unidentified flesh,Animalia,remains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.4,Detritus and Sediment,Animalia,digestate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.644,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.4,Detritus and Sediment,Sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.644,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.5,Polychaeta,Polychaeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.5,Stomatopoda,Stomatopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.5,Shrimp,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.5,Squid,Teuthida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.5,Fishes,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.5,Unidentified flesh,Animalia,remains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.6,Polychaeta,Polychaeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.912,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.6,Stomatopoda,Stomatopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.112,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.6,Amphipoda,Amphipoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.6,Shrimp,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.6,Crabs,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.864,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.6,Fishes,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.6,Unidentified flesh,Animalia,remains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.6,Detritus and Sediment,Animalia,digestate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.6,Detritus and Sediment,Sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.7,Polychaeta,Polychaeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.7,Stomatopoda,Stomatopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.7,Shrimp,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.7,Fishes,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.025,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.7,Unidentified flesh,Animalia,remains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.7,Detritus and Sediment,Animalia,digestate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.7,Detritus and Sediment,Sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.8,Polychaeta,Polychaeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.8,Stomatopoda,Stomatopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.8,Amphipoda,Amphipoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.8,Shrimp,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.8,Shrimp zoeae,Caridea,NA,NA,NA,zoea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.8,Crabs,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.8,Fishes,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.8,Detritus and Sediment,Animalia,digestate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.8,Detritus and Sediment,Sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10k,Scav.1,other fish,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10k,Scav.1,crabs,Pleocyemata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10k,Scav.1,menhaden,Brevoortia spp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10k,Scav.1,shrimp,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10k,Scav.1,other invertebrates,Invertebrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10k,Scav.1,squid ,Teuthida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11r,Scav.1,Brevoortia gunteri,Brevoortia gunteri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11v,Scav.1,Hyporhamphus unifasciatus,Hyporhamphus unifasciatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12r,Cchr.1,Restos de crustacea,Crustacea,remains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.703,NA,NA,NA,NA,NA,0.5,3515,NA,NA,35.15,NA,NA,NA,NA,NA,NA
12r,Cchr.1,MONI,Organic matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297,NA,NA,NA,NA,NA,0.5,1485,NA,NA,14.85,NA,NA,NA,NA,NA,NA
14a,Cchr.1,Materia organica animal,Animalia,remains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
14a,Cchr.1,Decapods,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8314,See 14a for E=Ivlev index,NA,NA,NA,NA
15s,Cchr.1,Organic matter,Organic matter ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.1,Penilia avirostris,Penilia avirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,100,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.10,Copepods,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.33,NA,NA,1,0.2,NA,NA,33.3,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.10,Nauplii,Crustacea,NA,NA,NA,Nauplii,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.33,NA,NA,1,0.2,NA,NA,33.3,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.10,Crustacean remains,Crustacea,remains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.10,Peridinum sp.,Peridinum sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.33,NA,NA,1,0.2,NA,NA,33.3,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.11,Amphipods,Amphipoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.06,NA,NA,3,0.07,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.11,Cypris,Cirripedia,NA,NA,NA,Cypris,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.05,NA,NA,2,0.05,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.11,Copepods,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0.54,NA,NA,17,0.4,NA,NA,50.9,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.11,Nauplii,Crustacea,NA,NA,NA,Nauplii,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.13,NA,NA,7,0.16,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.11,Crustacean remains,Crustacea,remains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.11,Zoeae,Decapoda,NA,NA,NA,Zoea,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.01,NA,NA,1,0.02,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.11,Invertebrate eggs,Invertebrata,NA,NA,NA,Eggs,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.14,NA,NA,1,0.02,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.11,Penilia avirostris,Penilia avirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.08,NA,NA,4,0.09,NA,NA,10.1,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.12,Amphipods,Amphipoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.06,NA,NA,5,0.11,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.12,Copepods,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,0.7,NA,NA,16,0.36,NA,NA,52.8,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.12,Nauplii,Crustacea,NA,NA,NA,Nauplii,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.02,NA,NA,2,0.04,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.12,Crustacean remains,Crustacea,remains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.12,Invertebrate eggs,Invertebrata,NA,NA,NA,Eggs,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.02,NA,NA,1,0.02,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.12,Penilia avirostris,Penilia avirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,0.2,NA,NA,13,0.29,NA,NA,29.7,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.2,Copepods,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.4,NA,NA,2,1,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
15s,Cchr.2,Organic matter,Organic matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
